	affy_hg_u133_plus_2	ensembl_gene_id	gene_biotype	external_gene_name
19667	209876_at	ENSG00000139436	protein_coding	GIT2
17539	209877_at	ENSG00000173267	protein_coding	SNCG
17689	209878_s_at	ENSG00000173039	protein_coding	RELA
21010	209879_at	ENSG00000110876	protein_coding	SELPLG
21011	209880_s_at	ENSG00000110876	protein_coding	SELPLG
20133	209881_s_at	ENSG00000169682	protein_coding	SPNS1
20170	209881_s_at	ENSG00000261067	lncRNA	AC109460.3
20171	209881_s_at	ENSG00000213658	protein_coding	LAT
18001	209882_at	ENSG00000143622	protein_coding	RIT1
16000	209883_at	ENSG00000198756	protein_coding	COLGALT2
20342	209884_s_at	ENSG00000033867	protein_coding	SLC4A7
20971	209885_at	ENSG00000173156	protein_coding	RHOD
19427	209886_s_at	ENSG00000137834	protein_coding	SMAD6
18781	209888_s_at	ENSG00000168530	protein_coding	MYL1
16566	209889_at	ENSG00000075826	protein_coding	SEC31B
17594	209890_at	ENSG00000168785	protein_coding	TSPAN5
18889	209891_at	ENSG00000277909	protein_coding	SPC25
19134	209891_at	ENSG00000152253	protein_coding	SPC25
22013	209892_at	ENSG00000196371	protein_coding	FUT4
22014	209893_s_at	ENSG00000196371	protein_coding	FUT4
21830	209894_at	ENSG00000116678	protein_coding	LEPR
18312	209895_at	ENSG00000250031	processed_pseudogene	AC009927.1
21617	209895_at	ENSG00000179295	protein_coding	PTPN11
21615	209896_s_at	ENSG00000179295	protein_coding	PTPN11
17519	209897_s_at	ENSG00000145147	protein_coding	SLIT2
19202	209898_x_at	ENSG00000198399	protein_coding	ITSN2
16721	209899_s_at	ENSG00000274081	protein_coding	PUF60
17027	209899_s_at	ENSG00000179950	protein_coding	PUF60
15765	209900_s_at	ENSG00000281917	protein_coding	SLC16A1
19487	209900_s_at	ENSG00000155380	protein_coding	SLC16A1
16197	209901_x_at	ENSG00000235588	protein_coding	AIF1
16688	209901_x_at	ENSG00000235985	protein_coding	AIF1
18495	209901_x_at	ENSG00000206428	protein_coding	AIF1
18678	209901_x_at	ENSG00000204472	protein_coding	AIF1
19575	209901_x_at	ENSG00000234836	protein_coding	AIF1
21503	209901_x_at	ENSG00000237727	protein_coding	AIF1
18751	209902_at	ENSG00000175054	protein_coding	ATR
18752	209903_s_at	ENSG00000175054	protein_coding	ATR
17324	209904_at	ENSG00000114854	protein_coding	TNNC1
21100	209905_at	ENSG00000078399	protein_coding	HOXA9
21546	209906_at	ENSG00000171860	protein_coding	C3AR1
19201	209907_s_at	ENSG00000198399	protein_coding	ITSN2
16706	209908_s_at	ENSG00000092969	protein_coding	TGFB2
16707	209909_s_at	ENSG00000092969	protein_coding	TGFB2
20157	209911_x_at	ENSG00000274290	protein_coding	H2BC6
20164	209911_x_at	ENSG00000158373	protein_coding	H2BC5
21728	209912_s_at	ENSG00000242802	protein_coding	AP5Z1
21729	209913_x_at	ENSG00000242802	protein_coding	AP5Z1
17173	209914_s_at	ENSG00000179915	protein_coding	NRXN1
17172	209915_s_at	ENSG00000179915	protein_coding	NRXN1
20430	209916_at	ENSG00000181192	protein_coding	DHTKD1
17257	209917_s_at	ENSG00000182165	lncRNA	TP53TG1
16488	209919_x_at	ENSG00000276160	unprocessed_pseudogene	GGTLC5P
16551	209919_x_at	ENSG00000274252	protein_coding	GGTLC3
16754	209919_x_at	ENSG00000197421	transcribed_unprocessed_pseudogene	GGT3P
17337	209919_x_at	ENSG00000230712	unprocessed_pseudogene	GGTLC4P
17709	209919_x_at	ENSG00000286070	protein_coding	GGT1
17720	209919_x_at	ENSG00000100031	protein_coding	GGT1
20305	209919_x_at	ENSG00000100121	protein_coding	GGTLC2
21124	209919_x_at	ENSG00000133475	protein_coding	GGT2
18734	209920_at	ENSG00000204217	protein_coding	BMPR2
20544	209921_at	ENSG00000151012	protein_coding	SLC7A11
16177	209922_at	ENSG00000089234	protein_coding	BRAP
16178	209923_s_at	ENSG00000089234	protein_coding	BRAP
16610	209924_at	ENSG00000275385	protein_coding	CCL18
16971	209924_at	ENSG00000278167	protein_coding	CCL18
19296	209924_at	ENSG00000278006	protein_coding	CCL18
18777	209925_at	ENSG00000273814	protein_coding	OCLN
19755	209925_at	ENSG00000197822	protein_coding	OCLN
21140	209925_at	ENSG00000230847	unprocessed_pseudogene	OCLNP1
19538	209926_at	ENSG00000254901	protein_coding	BORCS8
18950	209927_s_at	ENSG00000160679	protein_coding	CHTOP
20933	209928_s_at	ENSG00000178860	protein_coding	MSC
16044	209929_s_at	ENSG00000269335	protein_coding	IKBKG
17648	209929_s_at	ENSG00000275882	unprocessed_pseudogene	IKBKGP1
19759	209930_s_at	ENSG00000123405	protein_coding	NFE2
19009	209931_s_at	ENSG00000119782	protein_coding	FKBP1B
19011	209931_s_at	ENSG00000205639	protein_coding	MFSD2B
20705	209932_s_at	ENSG00000128951	protein_coding	DUT
16635	209933_s_at	ENSG00000167851	protein_coding	CD300A
21917	209934_s_at	ENSG00000017260	protein_coding	ATP2C1
21918	209935_at	ENSG00000017260	protein_coding	ATP2C1
20818	209936_at	ENSG00000003756	protein_coding	RBM5
18511	209937_at	ENSG00000169903	protein_coding	TM4SF4
15894	209938_at	ENSG00000276234	protein_coding	TADA2A
21198	209938_at	ENSG00000277104	protein_coding	TADA2A
19634	209939_x_at	ENSG00000003402	protein_coding	CFLAR
17514	209940_at	ENSG00000041880	protein_coding	PARP3
19269	209941_at	ENSG00000137275	protein_coding	RIPK1
18369	209942_x_at	ENSG00000221867	protein_coding	MAGEA3
18504	209942_x_at	ENSG00000197172	protein_coding	MAGEA6
22009	209943_at	ENSG00000112234	protein_coding	FBXL4
16685	209944_at	ENSG00000258653	protein_coding	AC005520.3
16761	209944_at	ENSG00000119725	protein_coding	ZNF410
19590	209945_s_at	ENSG00000082701	protein_coding	GSK3B
18150	209946_at	ENSG00000150630	protein_coding	VEGFC
21974	209947_at	ENSG00000143569	protein_coding	UBAP2L
17900	209948_at	ENSG00000145936	protein_coding	KCNMB1
19585	209949_at	ENSG00000116701	protein_coding	NCF2
18227	209950_s_at	ENSG00000136059	protein_coding	VILL
17725	209951_s_at	ENSG00000076984	protein_coding	MAP2K7
17724	209952_s_at	ENSG00000076984	protein_coding	MAP2K7
16878	209953_s_at	ENSG00000105401	protein_coding	CDC37
20934	209954_x_at	ENSG00000141380	protein_coding	SS18
19751	209955_s_at	ENSG00000078098	protein_coding	FAP
21933	209956_s_at	ENSG00000058404	protein_coding	CAMK2B
21618	209957_s_at	ENSG00000175206	protein_coding	NPPA
16365	209958_s_at	ENSG00000122507	protein_coding	BBS9
18939	209959_at	ENSG00000119508	protein_coding	NR4A3
18414	209960_at	ENSG00000019991	protein_coding	HGF
18413	209961_s_at	ENSG00000019991	protein_coding	HGF
16896	209962_at	ENSG00000187266	protein_coding	EPOR
16895	209963_s_at	ENSG00000187266	protein_coding	EPOR
20199	209964_s_at	ENSG00000163635	protein_coding	ATXN7
16176	209965_s_at	ENSG00000185379	protein_coding	RAD51D
16605	209966_x_at	ENSG00000196482	protein_coding	ESRRG
20409	209967_s_at	ENSG00000269952	lncRNA	AL117336.1
20410	209967_s_at	ENSG00000095794	protein_coding	CREM
20169	209968_s_at	ENSG00000149294	protein_coding	NCAM1
18362	209969_s_at	ENSG00000115415	protein_coding	STAT1
16384	209970_x_at	ENSG00000137752	protein_coding	CASP1
16485	209971_x_at	ENSG00000106305	protein_coding	AIMP2
15908	209973_at	ENSG00000227565	protein_coding	NFKBIL1
16336	209973_at	ENSG00000235125	protein_coding	NFKBIL1
18215	209973_at	ENSG00000206440	protein_coding	NFKBIL1
19372	209973_at	ENSG00000236196	protein_coding	NFKBIL1
19835	209973_at	ENSG00000236346	protein_coding	NFKBIL1
19890	209973_at	ENSG00000204498	protein_coding	NFKBIL1
20914	209973_at	ENSG00000234530	protein_coding	NFKBIL1
19662	209974_s_at	ENSG00000154473	protein_coding	BUB3
17580	209975_at	ENSG00000130649	protein_coding	CYP2E1
17581	209976_s_at	ENSG00000130649	protein_coding	CYP2E1
19885	209977_at	ENSG00000122194	protein_coding	PLG
19877	209978_s_at	ENSG00000198670	protein_coding	LPA
19886	209978_s_at	ENSG00000122194	protein_coding	PLG
19260	209979_at	ENSG00000197381	protein_coding	ADARB1
19429	209980_s_at	ENSG00000176974	protein_coding	SHMT1
22337	209980_s_at	ENSG00000284320	protein_coding	SHMT1
21413	209981_at	ENSG00000172346	protein_coding	CSDC2
17739	209982_s_at	ENSG00000110076	protein_coding	NRXN2
17738	209983_s_at	ENSG00000110076	protein_coding	NRXN2
19146	209984_at	ENSG00000107077	protein_coding	KDM4C
17568	209985_s_at	ENSG00000139352	protein_coding	ASCL1
17567	209987_s_at	ENSG00000139352	protein_coding	ASCL1
17566	209988_s_at	ENSG00000139352	protein_coding	ASCL1
18285	209989_at	ENSG00000090612	protein_coding	ZNF268
18398	209990_s_at	ENSG00000136928	protein_coding	GABBR2
18399	209991_x_at	ENSG00000136928	protein_coding	GABBR2
19276	209992_at	ENSG00000123836	protein_coding	PFKFB2
17639	209993_at	ENSG00000085563	protein_coding	ABCB1
17452	209994_s_at	ENSG00000005471	protein_coding	ABCB4
17638	209994_s_at	ENSG00000085563	protein_coding	ABCB1
21509	209995_s_at	ENSG00000100721	protein_coding	TCL1A
19319	209996_x_at	ENSG00000078674	protein_coding	PCM1
19318	209997_x_at	ENSG00000078674	protein_coding	PCM1
17941	209998_at	ENSG00000165282	protein_coding	PIGO
17021	209999_x_at	ENSG00000185338	protein_coding	SOCS1
17020	210001_s_at	ENSG00000185338	protein_coding	SOCS1
17438	210002_at	ENSG00000141448	protein_coding	GATA6
16306	210004_at	ENSG00000173391	protein_coding	OLR1
22025	210005_at	ENSG00000159131	protein_coding	GART
17650	210006_at	ENSG00000248487	protein_coding	ABHD14A
20710	210007_s_at	ENSG00000115159	protein_coding	GPD2
17837	210008_s_at	ENSG00000128626	protein_coding	MRPS12
22247	210008_s_at	ENSG00000283018	protein_coding	MRPS12
17208	210009_s_at	ENSG00000262633	protein_coding	AC005670.2
17209	210009_s_at	ENSG00000108433	protein_coding	GOSR2
20716	210010_s_at	ENSG00000100075	protein_coding	SLC25A1
20958	210010_s_at	ENSG00000070371	protein_coding	CLTCL1
21858	210011_s_at	ENSG00000182944	protein_coding	EWSR1
21860	210012_s_at	ENSG00000182944	protein_coding	EWSR1
19997	210013_at	ENSG00000110169	protein_coding	HPX
16386	210014_x_at	ENSG00000101365	protein_coding	IDH3B
19411	210015_s_at	ENSG00000078018	protein_coding	MAP2
18095	210016_at	ENSG00000186487	protein_coding	MYT1L
20096	210017_at	ENSG00000172175	protein_coding	MALT1
20097	210018_x_at	ENSG00000172175	protein_coding	MALT1
20300	210019_at	ENSG00000178363	protein_coding	CALML3
20301	210020_x_at	ENSG00000178363	protein_coding	CALML3
18946	210021_s_at	ENSG00000152669	protein_coding	CCNO
21466	210022_at	ENSG00000115289	protein_coding	PCGF1
21467	210023_s_at	ENSG00000115289	protein_coding	PCGF1
21810	210024_s_at	ENSG00000170035	protein_coding	UBE2E3
21944	210024_s_at	ENSG00000233247	processed_pseudogene	AC002524.1
16772	210025_s_at	ENSG00000100065	protein_coding	CARD10
16773	210026_s_at	ENSG00000100065	protein_coding	CARD10
16296	210027_s_at	ENSG00000258515	lncRNA	AL355075.2
16599	210027_s_at	ENSG00000100823	protein_coding	APEX1
16594	210028_s_at	ENSG00000135336	protein_coding	ORC3
20832	210029_at	ENSG00000131203	protein_coding	IDO1
19225	210031_at	ENSG00000198821	protein_coding	CD247
21900	210032_s_at	ENSG00000077327	protein_coding	SPAG6
21901	210033_s_at	ENSG00000077327	protein_coding	SPAG6
21909	210033_s_at	ENSG00000233451	lncRNA	AL513128.1
15811	210034_s_at	ENSG00000207523	snoRNA	SNORA66
15835	210034_s_at	ENSG00000206680	snoRNA	SNORD21
18435	210034_s_at	ENSG00000122406	protein_coding	RPL5
15812	210035_s_at	ENSG00000207523	snoRNA	SNORA66
15836	210035_s_at	ENSG00000206680	snoRNA	SNORD21
18434	210035_s_at	ENSG00000122406	protein_coding	RPL5
20649	210036_s_at	ENSG00000055118	protein_coding	KCNH2
19669	210037_s_at	ENSG00000007171	protein_coding	NOS2
16464	210038_at	ENSG00000065675	protein_coding	PRKCQ
16465	210039_s_at	ENSG00000065675	protein_coding	PRKCQ
17726	210040_at	ENSG00000124140	protein_coding	SLC12A5
19582	210041_s_at	ENSG00000013375	protein_coding	PGM3
19638	210042_s_at	ENSG00000101160	protein_coding	CTSZ
17186	210044_s_at	ENSG00000104903	protein_coding	LYL1
17275	210044_s_at	ENSG00000104907	protein_coding	TRMT1
19003	210045_at	ENSG00000182054	protein_coding	IDH2
19002	210046_s_at	ENSG00000182054	protein_coding	IDH2
21098	210047_at	ENSG00000110911	protein_coding	SLC11A2
17481	210048_at	ENSG00000134265	protein_coding	NAPG
18352	210049_at	ENSG00000117601	protein_coding	SERPINC1
20855	210050_at	ENSG00000111667	protein_coding	USP5
20978	210050_at	ENSG00000111669	protein_coding	TPI1
17129	210051_at	ENSG00000079337	protein_coding	RAPGEF3
17634	210052_s_at	ENSG00000088325	protein_coding	TPX2
17466	210053_at	ENSG00000148835	protein_coding	TAF5
20114	210054_at	ENSG00000214367	protein_coding	HAUS3
20073	210055_at	ENSG00000165409	protein_coding	TSHR
20660	210056_at	ENSG00000172602	protein_coding	RND1
21297	210057_at	ENSG00000157106	protein_coding	SMG1
20825	210058_at	ENSG00000156711	protein_coding	MAPK13
20824	210059_s_at	ENSG00000156711	protein_coding	MAPK13
18355	210060_at	ENSG00000185527	protein_coding	PDE6G
17730	210061_at	ENSG00000164048	protein_coding	ZNF589
17729	210062_s_at	ENSG00000164048	protein_coding	ZNF589
17145	210063_at	ENSG00000123453	protein_coding	SARDH
18475	210064_s_at	ENSG00000114638	protein_coding	UPK1B
18476	210065_s_at	ENSG00000114638	protein_coding	UPK1B
21245	210066_s_at	ENSG00000171885	protein_coding	AQP4
21244	210067_at	ENSG00000171885	protein_coding	AQP4
21243	210068_s_at	ENSG00000171885	protein_coding	AQP4
22116	210069_at	ENSG00000254413	protein_coding	CHKB-CPT1B
22121	210069_at	ENSG00000205560	protein_coding	CPT1B
22117	210070_s_at	ENSG00000254413	protein_coding	CHKB-CPT1B
22122	210070_s_at	ENSG00000205560	protein_coding	CPT1B
16989	210072_at	ENSG00000172724	protein_coding	CCL19
20902	210073_at	ENSG00000111728	protein_coding	ST8SIA1
20698	210074_at	ENSG00000136943	protein_coding	CTSV
16213	210075_at	ENSG00000099785	protein_coding	MARCHF2
16656	210077_s_at	ENSG00000100650	protein_coding	SRSF5
19533	210078_s_at	ENSG00000169282	protein_coding	KCNAB1
19532	210079_x_at	ENSG00000169282	protein_coding	KCNAB1
16672	210080_x_at	ENSG00000285959	lncRNA	AL590556.3
16683	210080_x_at	ENSG00000142789	protein_coding	CELA3A
20187	210082_at	ENSG00000198691	protein_coding	ABCA4
15861	210083_at	ENSG00000277391	miRNA	MIR6881
21357	210083_at	ENSG00000138623	protein_coding	SEMA7A
22299	210083_at	ENSG00000288455	protein_coding	SEMA7A
22300	210083_at	ENSG00000288497	miRNA	MIR6881
17054	210084_x_at	ENSG00000197253	protein_coding	TPSB2
17811	210084_x_at	ENSG00000172236	protein_coding	TPSAB1
21932	210085_s_at	ENSG00000143412	protein_coding	ANXA9
20623	210086_at	ENSG00000168453	protein_coding	HR
19280	210087_s_at	ENSG00000197965	protein_coding	MPZL1
17734	210088_x_at	ENSG00000198336	protein_coding	MYL4
18086	210089_s_at	ENSG00000112769	protein_coding	LAMA4
21985	210090_at	ENSG00000198576	protein_coding	ARC
18052	210091_s_at	ENSG00000134769	protein_coding	DTNA
17583	210092_at	ENSG00000157193	protein_coding	LRP8
17652	210092_at	ENSG00000162385	protein_coding	MAGOH
17651	210093_s_at	ENSG00000162385	protein_coding	MAGOH
22048	210094_s_at	ENSG00000148498	protein_coding	PARD3
17446	210095_s_at	ENSG00000146674	protein_coding	IGFBP3
21471	210096_at	ENSG00000142973	protein_coding	CYP4B1
19969	210097_s_at	ENSG00000225921	protein_coding	NOL7
19552	210098_s_at	ENSG00000010017	protein_coding	RANBP9
21881	210100_s_at	ENSG00000107331	protein_coding	ABCA2
17799	210101_x_at	ENSG00000097033	protein_coding	SH3GLB1
18271	210102_at	ENSG00000110002	protein_coding	VWA5A
19800	210103_s_at	ENSG00000125798	protein_coding	FOXA2
19802	210103_s_at	ENSG00000237396	lncRNA	LNCNEF
17153	210104_at	ENSG00000133997	protein_coding	MED6
17681	210105_s_at	ENSG00000010810	protein_coding	FYN
17991	210106_at	ENSG00000258311	protein_coding	AC009779.4
17993	210106_at	ENSG00000135437	protein_coding	RDH5
17631	210107_at	ENSG00000016490	protein_coding	CLCA1
21920	210108_at	ENSG00000157388	protein_coding	CACNA1D
19112	210109_at	ENSG00000197157	protein_coding	SND1
19114	210109_at	ENSG00000279078	lncRNA	SND1-IT1
17285	210110_x_at	ENSG00000096746	protein_coding	HNRNPH3
16785	210111_s_at	ENSG00000128607	protein_coding	KLHDC10
15864	210112_at	ENSG00000264610	miRNA	MIR4685
21505	210112_at	ENSG00000107521	protein_coding	HPS1
21235	210113_s_at	ENSG00000091592	protein_coding	NLRP1
19680	210114_at	ENSG00000119509	protein_coding	INVS
21454	210115_at	ENSG00000163923	protein_coding	RPL39L
17038	210116_at	ENSG00000183918	protein_coding	SH2D1A
17926	210117_at	ENSG00000104450	protein_coding	SPAG1
21101	210118_s_at	ENSG00000115008	protein_coding	IL1A
19081	210119_at	ENSG00000157551	protein_coding	KCNJ15
18761	210120_s_at	ENSG00000031823	protein_coding	RANBP3
18521	210121_at	ENSG00000162630	protein_coding	B3GALT2
17014	210122_at	ENSG00000122304	protein_coding	PRM2
15750	210123_s_at	ENSG00000275917	protein_coding	CHRFAM7A
15882	210123_s_at	ENSG00000274542	protein_coding	AC243734.1
17680	210123_s_at	ENSG00000166664	protein_coding	CHRFAM7A
19931	210123_s_at	ENSG00000175344	protein_coding	CHRNA7
22132	210124_x_at	ENSG00000135622	protein_coding	SEMA4F
21809	210125_s_at	ENSG00000175334	protein_coding	BANF1
18953	210126_at	ENSG00000170848	protein_coding	PSG6
18960	210126_at	ENSG00000183668	protein_coding	PSG9
16591	210127_at	ENSG00000154917	protein_coding	RAB6B
20644	210128_s_at	ENSG00000213903	protein_coding	LTB4R
20646	210128_s_at	ENSG00000213906	protein_coding	LTB4R2
22286	210128_s_at	ENSG00000285203	protein_coding	LTB4R2
22287	210128_s_at	ENSG00000285456	protein_coding	LTB4R
19897	210129_s_at	ENSG00000250151	protein_coding	ARPC4-TTLL3
19947	210129_s_at	ENSG00000214021	protein_coding	TTLL3
19828	210130_s_at	ENSG00000149809	protein_coding	TM7SF2
19860	210130_s_at	ENSG00000149823	protein_coding	VPS51
21281	210131_x_at	ENSG00000108958	processed_pseudogene	AC130689.1
22145	210131_x_at	ENSG00000143252	protein_coding	SDHC
18135	210132_at	ENSG00000143590	protein_coding	EFNA3
19616	210133_at	ENSG00000172156	protein_coding	CCL11
20298	210134_x_at	ENSG00000168779	protein_coding	SHOX2
20296	210135_s_at	ENSG00000168779	protein_coding	SHOX2
21191	210136_at	ENSG00000197971	protein_coding	MBP
18462	210137_s_at	ENSG00000129187	protein_coding	DCTD
17682	210138_at	ENSG00000147509	protein_coding	RGS20
20063	210139_s_at	ENSG00000109099	protein_coding	PMP22
16677	210140_at	ENSG00000077984	protein_coding	CST7
17484	210141_s_at	ENSG00000123999	protein_coding	INHA
15925	210142_x_at	ENSG00000236271	protein_coding	FLOT1
16222	210142_x_at	ENSG00000206480	protein_coding	FLOT1
16699	210142_x_at	ENSG00000232280	protein_coding	FLOT1
17350	210142_x_at	ENSG00000224740	protein_coding	FLOT1
17629	210142_x_at	ENSG00000230143	protein_coding	FLOT1
20821	210142_x_at	ENSG00000223654	protein_coding	FLOT1
21758	210142_x_at	ENSG00000137312	protein_coding	FLOT1
22056	210142_x_at	ENSG00000206379	protein_coding	FLOT1
16914	210143_at	ENSG00000109511	protein_coding	ANXA10
16589	210144_at	ENSG00000054611	protein_coding	TBC1D22A
19392	210145_at	ENSG00000116711	protein_coding	PLA2G4A
17024	210146_x_at	ENSG00000275463	protein_coding	LILRB2
17166	210146_x_at	ENSG00000274513	protein_coding	LILRB2
19228	210146_x_at	ENSG00000131042	protein_coding	LILRB2
21131	210146_x_at	ENSG00000277751	protein_coding	LILRB2
21145	210146_x_at	ENSG00000276146	protein_coding	LILRB2
17287	210147_at	ENSG00000156219	protein_coding	ART3
16512	210148_at	ENSG00000110422	protein_coding	HIPK3
17824	210149_s_at	ENSG00000167863	protein_coding	ATP5PD
21515	210150_s_at	ENSG00000130702	protein_coding	LAMA5
18819	210151_s_at	ENSG00000143479	protein_coding	DYRK3
16253	210152_at	ENSG00000276042	protein_coding	LILRB4
17656	210152_at	ENSG00000278279	protein_coding	LILRB4
19104	210152_at	ENSG00000275730	protein_coding	LILRB4
19327	210152_at	ENSG00000186818	protein_coding	LILRB4
